Url,Anchor Text,External
https://mycocosm.jgi.doe.gov/fungi/fungi.info.html,Info,FALSE
https://mycocosm.jgi.doe.gov/Aaoar1,Aaosphaeria arxii CBS 175.79 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Abobi1,Abortiporus biennis CCBS 521 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Abobie1,Abortiporus biennis ​CIRM-BRFM 1778 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33538380,"Hage H et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Abscae1,Absidia caerulea NRRL1315 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Chlpad1,Absidia padenii NRRL 2977 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/35996588,"Chang Y et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Absrep1,Absidia repens NRRL 1336 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28481340,"Mondo SJ et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Acain1,Acaromyces ingoldii MCA 4198 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29771364,"Kijpornyongpan T et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Acastr1,Acarospora strigata CBS 132363,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23557360,"McDonald TR et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Acema1,Acephala macrosclerotiorum EW76-UTF0540 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33046698,"Miyauchi S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Achma1,Achaetomium macrosporum CBS 532.94 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Achstr1,Achaetomium strumarium CBS333.67 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Aciri1_iso,Acidomyces richmondensis BFW,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26973616,"Mosier AC et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Aciri1_meta,Acidomyces richmondensis BFW (metagenome-extracted),FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26973616,"Mosier AC et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Aciaci1,Acidothrix acidophila CBS 136259 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Acrchr1,Acremonium chrysogenum ATCC 11550,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/25291769,"Terfehr D et al., 2014",TRUE
https://mycocosm.jgi.doe.gov/Acrst1,Acremonium strictum DS1bioAY4a v1.0,FALSE
https://mycocosm.jgi.doe.gov/Acrmed1,Acrocalymma medigans LGMF1605 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Acrvag1,Acrocalymma vagum DSE3081 v1.0,FALSE
https://mycocosm.jgi.doe.gov/MoamBC1065_1,Actinomortierella ambigua BC1065,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33364917,"Vandepol N et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/MoamBC1291_1,Actinomortierella ambigua BC1291,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33364917,"Vandepol N et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/MowoN66265_1,Actinomortierella wolfii NRRL 66265,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33364917,"Vandepol N et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Agahy1,Agaricostilbum hyphaenes ATCC MYA-4628 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Agabi_varbisH97_2,Agaricus bisporus var bisporus (H97) v2.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23045686,"Morin E et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Agabi_varbur_1,Agaricus bisporus var. burnettii JB137-S8,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23045686,"Morin E et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Agrped1,Agrocybe pediades AH 40210 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33211093,"Ruiz-Dueñas FJ et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Agrpra2,Agrocybe praecox OKM6292 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Alikh1,Aliquandostipite khaoyaiensis CBS 118232 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Allma1,Allomyces macrogynus ATCC 38327,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36037379,"Amses KR et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Alalt1,Alternaria alternata ATCC11680,FALSE
https://mycocosm.jgi.doe.gov/Alalte1,Alternaria alternata ATCC66891,FALSE
https://mycocosm.jgi.doe.gov/Aalte1,Alternaria alternata BMP0270,FALSE
https://mycocosm.jgi.doe.gov/Altalt1,Alternaria alternata MPI-PUGE-AT-0064 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893598,"Mesny F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Altal1,Alternaria alternata SRC1lrK2f v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27434633,"Zeiner CA et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Altar1,Alternaria arborescens BMP0308,FALSE
https://mycocosm.jgi.doe.gov/Altbr1,Alternaria brassicicola,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23236275,"Ohm RA et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Albra1,Alternaria brassicicola ATCC96836,FALSE
https://mycocosm.jgi.doe.gov/Altca1,Alternaria capsici BMP0180,FALSE
https://mycocosm.jgi.doe.gov/Altcar1,Alternaria carthami BMP1963,FALSE
https://mycocosm.jgi.doe.gov/Altci1,Alternaria citriarbusti BMP2343,FALSE
https://mycocosm.jgi.doe.gov/Altcr1,Alternaria crassa BMP0172,FALSE
https://mycocosm.jgi.doe.gov/Altda1,Alternaria dauci BMP0167,FALSE
https://mycocosm.jgi.doe.gov/Altfr1,Alternaria fragaria BMP3062,FALSE
https://mycocosm.jgi.doe.gov/Altga1,Alternaria gaisen BMP2338,FALSE
https://mycocosm.jgi.doe.gov/Altli1,Alternaria limoniasperae BMP2335,FALSE
https://mycocosm.jgi.doe.gov/Altlo1,Alternaria longipes BMP0313,FALSE
https://mycocosm.jgi.doe.gov/Altma1,Alternaria macrospora BMP1949,FALSE
https://mycocosm.jgi.doe.gov/Amal3063,Alternaria mali BMP3063,FALSE
https://mycocosm.jgi.doe.gov/Amal3064,Alternaria mali BMP3064,FALSE
https://mycocosm.jgi.doe.gov/Altpo1,Alternaria porri BMP0178,FALSE
https://mycocosm.jgi.doe.gov/Altro1,Alternaria rosae MPI-PUGE-AT-0040 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34893598,"Mesny F et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Altso1,Alternaria solani BMP0185,FALSE
https://mycocosm.jgi.doe.gov/Altsp012_1,Alternaria sp. UNIPAMPA012 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Altsp017_1,Alternaria sp. UNIPAMPA017 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Altta1,Alternaria tangelonis BMP2327,FALSE
https://mycocosm.jgi.doe.gov/Altte1,Alternaria tenuissima BMP0304,FALSE
https://mycocosm.jgi.doe.gov/Alttom1,Alternaria tomatophila BMP2032,FALSE
https://mycocosm.jgi.doe.gov/Amapyr1,Amanita aff. conicoverrucosa KIS12 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Amamu1,Amanita muscaria Koide v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/25706625,"Kohler A et al., 2015",TRUE
https://mycocosm.jgi.doe.gov/Amaapr1,Amanita muscaria var. formosa 2016PMI152 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Amarub1,Amanita rubescens Přilba v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33046698,"Miyauchi S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Amath1,Amanita thiersii Skay4041 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/24923322,"Hess J et al., 2014",TRUE
https://mycocosm.jgi.doe.gov/Ambph1,Ambrosiozyma philentoma NRRL Y-7523,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29760453,"Krassowski T et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Amnli1,Amniculicola lignicola CBS 123094 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Amore1,Amorphotheca resinae v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29315638,"Martino E et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Ampqui1,Ampelomyces quisqualis HMLAC05119 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/AmpWSBS2006_1,Amphiamblys sp. WSBS2006,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27694476,"Mikhailov KV et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Amyenc1,Amylocarpus encephaloides TRa018bII v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34372938,"Hagestad OC et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Amysub1,Amylocorticium subincarnatum OMC1654 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Amylap1_1,Amylocystis lapponica SKaAmylap13 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33538380,"Hage H et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Amyrou1,Amylomyces rouxii NRRL 5866 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/36930540,"Wang Y et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Amycha1,Amylostereum chailletii DWAch2 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34861049,"Looney B et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Anasp1,Anaeromyces robustus v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28555641,"Haitjema CH et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Annbov1,Annulohypoxylon bovei var. microspora CBS 124037 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Annmae1,Annulohypoxylon maeteangense CBS 123835 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Annmin1,Annulohypoxylon minutellum CBS 135445 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Annmor1,Annulohypoxylon moriforme CBS 123579 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Annnit1,Annulohypoxylon nitens CBS 120705 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/AnFL0455,Annulohypoxylon sp. FL0455 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Annsty1,Annulohypoxylon stygium FL0470 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Anntru1,Annulohypoxylon truncatum CBS 140777 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34797921,"Franco MEE et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Anoalb1,Anomoloma albolutescens OMC1655 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Anobom1,Anomoporia bombycina ATCC 64506 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Anokam1,Anomoporia kamtschatica OMC1758 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Anomyc1,Anomoporia myceliosa MJL 4413 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Ant016_1,Antarctomyces sp. UNIPAMPA016 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Antav1,Anthostoma avocetta NRRL 3190 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Antleu1,Anthostomella leucospermi CBS110126 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Anttom1,Anthostomella tomicoides 1013 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Antsp2,Anthracobia sp. CZU v1.0,FALSE
https://mycocosm.jgi.doe.gov/Antlo1,Antonospora locustae HM-2013,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/15186746,"Slamovits CH et al., 2004",TRUE
https://mycocosm.jgi.doe.gov/Antser1,Antrodia serialis Sig1Antser10 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33538380,"Hage H et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Antsi1,Antrodia sinuosa LB1 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Antcit1,Antrodiella citrinella FBCC 969 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aphpse1,Aphanobasidium pseudotsugae OMC1630 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Apibac1,Apiosordaria backusii CBS 540.89 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Apiver1,Apiosordaria verruculosa CBS 315.58 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Apimo1,Apiospora montagnei NRRL 25634 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aplpr1,Aplosporella prunicola CBS 121.167 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32206138,"Haridas S et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Apope1,Apodospora peruviana CBS 118394 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37820761,"Hensen N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Elmca1,Aporpium caryae L-13461,FALSE
https://mycocosm.jgi.doe.gov/Aqupat1,Aquilomyces patris DSE4099 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Armbor1,Armillaria borealis FPL87.14 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Armcep1,Armillaria cepistipes B5,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29085064,"Sipos G et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Armect1,Armillaria ectypa FPL83.16 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Armfum1,Armillaria fumosa CBS 122221 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Armga1,Armillaria gallica 21-2 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29085064,"Sipos G et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Armlut1,Armillaria luteobubalina HWK02 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Armme1_1,Armillaria mellea DSM 3731,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/23656496,"Collins C et al., 2013",TRUE
https://mycocosm.jgi.doe.gov/Armmel1,Armillaria mellea ELDO17 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Armnab1,Armillaria nabsnona CMW6904 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Armnov1,Armillaria novae-zelandiae 2840 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Armosto1,Armillaria ostoyae C18/9,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29085064,"Sipos G et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Armost1,Armillaria solidipes 28-4 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29085064,"Sipos G et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Armtab1,Armillaria tabescens CCBAS 213 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/37550506,"Sahu N et al., 2023",TRUE
https://mycocosm.jgi.doe.gov/Artesp1,Arthrinium esporlense UNIPAMPA010 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Artfe1_2,Arthroascus fermentans 17710 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Artol1,Arthrobotrys oligospora ATCC 24927,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/21909256,"Yang J et al., 2011",TRUE
https://mycocosm.jgi.doe.gov/Artbe1,Arthroderma benhamiae CBS 112371,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/21247460,"Burmester A et al., 2011",TRUE
https://mycocosm.jgi.doe.gov/Artele1122_1,Artolenzites elegans CIRM-BRFM 1122 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/33538380,"Hage H et al., 2021",TRUE
https://mycocosm.jgi.doe.gov/Artel1,Artolenzites elegans CIRM-BRFM 1663 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Clapy1,Artomyces pyxidatus HHB10654 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/34861049,"Looney B et al., 2022",TRUE
https://mycocosm.jgi.doe.gov/Ascim1,Ascobolus immersus RN42 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30420746,"Murat C et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Ascra1,Ascochyta rabiei ArDII,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27091329,"Verma S et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Ascsa1,Ascocoryne sarcoides NRRL50072,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/22396667,"Gianoulis TA et al., 2012",TRUE
https://mycocosm.jgi.doe.gov/Ascni1,Ascodesmis nigricans CBS 389.68 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/31604798,"Lütkenhaus R et al., 2019",TRUE
https://mycocosm.jgi.doe.gov/Ascru1,Ascoidea rubescens NRRL Y17699 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27535936,"Riley R et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Ascap1,Ascosphaera apis ARSEF 7405,FALSE
https://dx.doi.org/10.1093/gbe/evw082,"Shang Yanfang et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Asoarc1,Asordaria arctica CBS 143.68 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspacri1,Aspergillus acristatulus CBS 119.55 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspacu1,Aspergillus aculeatinus CBS 121060 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30349117,"Vesth TC et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Aspac1,Aspergillus aculeatus ATCC16872 v1.1,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28196534,"de Vries RP et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Aspaff1,Aspergillus affinis CBS 129190 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspala1,Aspergillus alabamensis v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/39057392,"Theobald S et al., 2024",TRUE
https://mycocosm.jgi.doe.gov/Aspalbe1,Aspergillus albertensis v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32107379,"Kjærbølling I et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Aspall1,Aspergillus allahabadii v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/39057392,"Theobald S et al., 2024",TRUE
https://mycocosm.jgi.doe.gov/Aspalli1,Aspergillus alliaceus CBS 536.65 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32107379,"Kjærbølling I et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Aspamb1,Aspergillus ambiguus v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/39057392,"Theobald S et al., 2024",TRUE
https://mycocosm.jgi.doe.gov/Aspamoe1,Aspergillus amoeneus CBS 111.32 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspamy1,Aspergillus amylovorus CBS 600.67 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspang1,Aspergillus angustatus CBS 273.65 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspapp1,Aspergillus appendiculatus CBS 374.75 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspara19utr,Aspergillus arachidicola v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32107379,"Kjærbølling I et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Aspare1,Aspergillus arenarioides CBS 138200 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Asparx1,Aspergillus arxii CBS 52583 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspass1,Aspergillus assulatus CBS 27911 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspaste1,Aspergillus astellatus v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspaura1,Aspergillus aurantiobrunneus CBS 465.65 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspauran1,Aspergillus aurantiopurpureus v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspaurful1,Aspergillus aureofulgens IBT 27100 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspaurlat1,Aspergillus aureolatus CBS 190.65 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspaurlut1,Aspergillus aureoluteus CBS 105.55 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspaur1,Aspergillus aureoterreus v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/39057392,"Theobald S et al., 2024",TRUE
https://mycocosm.jgi.doe.gov/Aspaus1,Aspergillus austroafricanus IBT 32289 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspave1,Aspergillus avenaceus IBT 18842 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32107379,"Kjærbølling I et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Aspber1,Aspergillus bertholletius IBT 29228 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32107379,"Kjærbølling I et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Aspbic1,Aspergillus bicolor CBS425.77 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbip1,Aspergillus biplanus CBS 468.65 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbisp1,Aspergillus bisporus CBS 707.71 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbom1,Aspergillus bombycis NRRL 26010,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/27664179,"Moore GG et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Aspbot1,Aspergillus botucatensis CBS 114221 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbr1,Aspergillus brasiliensis v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/28196534,"de Vries RP et al., 2017",TRUE
https://mycocosm.jgi.doe.gov/Aspbrev1,Aspergillus brevijanus CBS 111.46 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbre1,Aspergillus brevipes CBS 118.53 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbrevi1,Aspergillus brevistipitatus v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspbru1,Aspergillus brunneoviolaceus CBS 621.78 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/30349117,"Vesth TC et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Aspcae1,Aspergillus caelatus CBS 763.97 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/32107379,"Kjærbølling I et al., 2020",TRUE
https://mycocosm.jgi.doe.gov/Aspcaesp1,Aspergillus caespitosus CBS 103.45 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspcal1,Aspergillus calidoustus,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/26966204,"Horn F et al., 2016",TRUE
https://mycocosm.jgi.doe.gov/Aspcali1,Aspergillus calidoustus CBS 113228 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspcalif1,Aspergillus californicus CBS 123895 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspcam1,Aspergillus campestris IBT 28561 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29317534,"Kjærbølling I et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Aspcand1,Aspergillus candidus CBS 102.13 v1.0,FALSE
https://www.ncbi.nlm.nih.gov/pubmed/29317534,"Kjærbølling I et al., 2018",TRUE
https://mycocosm.jgi.doe.gov/Aspcanin1,Aspergillus caninus CBS 128032 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspcap1,Aspergillus capensis CBS 138188 v1.0,FALSE
https://mycocosm.jgi.doe.gov/Aspcapp1,Aspergillus caperatus DTO 337-E6 v1.0,FALSE
